year,E_LHV_H2,m_H2,V_H2,m_O2,V_O2,m_H2O,E_util,E_in,E_cmp,CE_util,CE_cmp,emiss_E_util,emiss_E_cmp,t_op_el,t_op_gen,t_fl_el,t_fl_gen
2018,1120.3847033392901,33.62499109661735,373.8454630666414,267.59503953241017,187.42994562622457,301.31188464486354,547.3897806260053,2166.6666666666647,3.844544778961972,,,,,0.3222222222222216,,,
2019,2098.746065859786,62.987577006596226,700.3011488037413,501.44656959144083,351.22513271251177,564.6287684095971,1018.9825638193225,3111.833333333341,7.2018221700880485,28531.511786941028,201.65102076246527,275125.2922312174,1944.4919859237734,0.4999999999999987,,,
